instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1240,2/24/2011,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137
1241,2/24/2011,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115
1242,2/24/2011,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89
1243,2/24/2011,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83
1244,2/24/2011,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55
1245,2/24/2011,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50
1246,2/25/2011,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0,1,8,9
1247,2/25/2011,1,0,2,1,0,5,1,2,0.32,0.3485,1,0,1,9,10
1248,2/25/2011,1,0,2,2,0,5,1,2,0.32,0.3485,1,0,0,3,3
1249,2/25/2011,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2
1250,2/25/2011,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6
1251,2/25/2011,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11
1252,2/25/2011,1,0,2,7,0,5,1,3,0.34,0.3333,1,0.1343,1,34,35
1253,2/25/2011,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73
1254,2/25/2011,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114
1255,2/25/2011,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49
1256,2/25/2011,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59
1257,2/25/2011,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115
1258,2/25/2011,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83
1259,2/25/2011,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85
1260,2/25/2011,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55
1261,2/25/2011,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102
1262,2/25/2011,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189
1263,2/25/2011,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157
1264,2/25/2011,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90
1265,2/25/2011,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62
1266,2/25/2011,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63
1267,2/25/2011,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50
1268,2/25/2011,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39
1269,2/26/2011,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28
1270,2/26/2011,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27
1271,2/26/2011,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12
1272,2/26/2011,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8
1273,2/26/2011,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2
1274,2/26/2011,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10
1275,2/26/2011,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0,1,6,7
1276,2/26/2011,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22
1277,2/26/2011,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0,2,55,57
1278,2/26/2011,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74
1279,2/26/2011,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85
1280,2/26/2011,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0,26,100,126
1281,2/26/2011,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160
1282,2/26/2011,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174
1283,2/26/2011,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211
1284,2/26/2011,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165
1285,2/26/2011,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171
1286,2/26/2011,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183
1287,2/26/2011,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137
1288,2/26/2011,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94
1289,2/26/2011,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68
1290,2/26/2011,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68
1291,2/26/2011,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46
1292,2/26/2011,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34
1293,2/27/2011,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34
1294,2/27/2011,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37
1295,2/27/2011,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22
1296,2/27/2011,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11
1297,2/27/2011,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2
1298,2/27/2011,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0,2,1,3
1299,2/27/2011,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14
1300,2/27/2011,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0,9,26,35
1301,2/27/2011,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59
1302,2/27/2011,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103
1303,2/27/2011,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125
1304,2/27/2011,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193
1305,2/27/2011,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0,90,169,259
1306,2/27/2011,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282
1307,2/27/2011,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261
1308,2/27/2011,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268
1309,2/27/2011,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187
1310,2/27/2011,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127
1311,2/27/2011,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102
1312,2/27/2011,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81
1313,2/27/2011,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69
1314,2/27/2011,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69
1315,2/27/2011,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59
1316,2/28/2011,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30
1317,2/28/2011,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8
1318,2/28/2011,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1
1319,2/28/2011,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0,1,4,5
1320,2/28/2011,1,0,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28
1321,2/28/2011,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92
1322,2/28/2011,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255
1323,2/28/2011,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,15,127,142
1324,2/28/2011,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92
1325,2/28/2011,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87
1326,2/28/2011,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36
1327,2/28/2011,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32
1328,2/28/2011,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,1,24,25
1329,2/28/2011,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985,0,35,35
1330,2/28/2011,1,0,2,16,0,1,1,3,0.42,0.4242,1,0.1343,2,40,42
1331,2/28/2011,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985,2,77,79
1332,2/28/2011,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131
1333,2/28/2011,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80
1334,2/28/2011,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45
1335,2/28/2011,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,2,78,80
1336,2/28/2011,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76
1337,2/28/2011,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45
1338,3/1/2011,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7
1339,3/1/2011,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3
1340,3/1/2011,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4
1341,3/1/2011,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2
1342,3/1/2011,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1
1343,3/1/2011,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2
1344,3/1/2011,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46
1345,3/1/2011,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107
1346,3/1/2011,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214
1347,3/1/2011,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124
1348,3/1/2011,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68
1349,3/1/2011,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56
1350,3/1/2011,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86
1351,3/1/2011,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0,13,65,78
1352,3/1/2011,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79
1353,3/1/2011,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0,7,57,64
1354,3/1/2011,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102
1355,3/1/2011,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242
1356,3/1/2011,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224
1357,3/1/2011,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119
1358,3/1/2011,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88
1359,3/1/2011,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0,8,55,63
1360,3/1/2011,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47
1361,3/1/2011,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25
1362,3/2/2011,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8
1363,3/2/2011,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4
1364,3/2/2011,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2
1365,3/2/2011,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4
1366,3/2/2011,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1
1367,3/2/2011,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5
1368,3/2/2011,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40
1369,3/2/2011,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110
1370,3/2/2011,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256
1371,3/2/2011,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148
1372,3/2/2011,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76
1373,3/2/2011,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73
1374,3/2/2011,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82
1375,3/2/2011,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0,35,90,125
1376,3/2/2011,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96
1377,3/2/2011,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110
1378,3/2/2011,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139
1379,3/2/2011,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268
1380,3/2/2011,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201
1381,3/2/2011,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150
1382,3/2/2011,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95
1383,3/2/2011,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71
1384,3/2/2011,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48
1385,3/2/2011,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22
1386,3/3/2011,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13
1387,3/3/2011,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1
1388,3/3/2011,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3
1389,3/3/2011,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1
1390,3/3/2011,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1
1391,3/3/2011,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8
1392,3/3/2011,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35
1393,3/3/2011,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111
1394,3/3/2011,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220
1395,3/3/2011,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145
1396,3/3/2011,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56
1397,3/3/2011,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50
1398,3/3/2011,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72
1399,3/3/2011,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80
1400,3/3/2011,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78
1401,3/3/2011,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0,6,62,68
1402,3/3/2011,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0,6,65,71
1403,3/3/2011,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0,17,185,202
1404,3/3/2011,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167
1405,3/3/2011,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106
1406,3/3/2011,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70
1407,3/3/2011,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51
1408,3/3/2011,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0,3,50,53
1409,3/3/2011,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23
1410,3/4/2011,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12
1411,3/4/2011,1,0,3,1,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4
1412,3/4/2011,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194,0,2,2
1413,3/4/2011,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537,0,1,1
1414,3/4/2011,1,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194,1,0,1
1415,3/4/2011,1,0,3,5,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7
1416,3/4/2011,1,0,3,6,0,5,1,2,0.16,0.197,0.74,0.0896,1,28,29
1417,3/4/2011,1,0,3,7,0,5,1,1,0.16,0.1818,0.8,0.1343,0,83,83
1418,3/4/2011,1,0,3,8,0,5,1,1,0.18,0.197,0.74,0.1343,6,222,228
1419,3/4/2011,1,0,3,9,0,5,1,1,0.22,0.2273,0.6,0.1343,12,138,150
1420,3/4/2011,1,0,3,10,0,5,1,1,0.24,0.2273,0.6,0.2537,10,56,66
1421,3/4/2011,1,0,3,11,0,5,1,1,0.28,0.2727,0.52,0.2239,16,73,89
1422,3/4/2011,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97
1423,3/4/2011,1,0,3,13,0,5,1,1,0.34,0.3182,0.42,0.2239,13,74,87
1424,3/4/2011,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95
1425,3/4/2011,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106
1426,3/4/2011,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194,17,101,118
1427,3/4/2011,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206,228
1428,3/4/2011,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,15,172,187
1429,3/4/2011,1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107
1430,3/4/2011,1,0,3,20,0,5,1,2,0.3,0.2879,0.7,0.194,9,78,87
1431,3/4/2011,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,6,64,70
1432,3/4/2011,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194,4,40,44
1433,3/4/2011,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46
1434,3/5/2011,1,0,3,0,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19
1435,3/5/2011,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25
1436,3/5/2011,1,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.194,5,15,20
1437,3/5/2011,1,0,3,3,0,6,0,2,0.3,0.2879,0.87,0.194,0,2,2
1438,3/5/2011,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1
1439,3/5/2011,1,0,3,5,0,6,0,2,0.3,0.303,1,0.1343,0,3,3
1440,3/5/2011,1,0,3,6,0,6,0,2,0.3,0.2879,1,0.2239,1,3,4
1441,3/5/2011,1,0,3,7,0,6,0,2,0.3,0.2727,1,0.2985,5,10,15
1442,3/5/2011,1,0,3,8,0,6,0,2,0.3,0.2727,1,0.2985,11,34,45
1443,3/5/2011,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63
1444,3/5/2011,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194,34,69,103
1445,3/5/2011,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159
1446,3/5/2011,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167
1447,3/5/2011,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190
1448,3/5/2011,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198
1449,3/5/2011,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205
1450,3/5/2011,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204
1451,3/5/2011,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164
1452,3/5/2011,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152
1453,3/5/2011,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89
1454,3/5/2011,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70
1455,3/5/2011,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72
1456,3/5/2011,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63
1457,3/5/2011,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44
1458,3/6/2011,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52
1459,3/6/2011,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39
1460,3/6/2011,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32
1461,3/6/2011,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11
1462,3/6/2011,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3
1463,3/6/2011,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2
1464,3/6/2011,1,0,3,7,0,0,0,3,0.42,0.4242,1,0.4478,0,5,5
1465,3/6/2011,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,1,8,9
1466,3/6/2011,1,0,3,9,0,0,0,2,0.42,0.4242,1,0.2836,4,18,22
1467,3/6/2011,1,0,3,10,0,0,0,2,0.42,0.4242,1,0.2985,4,27,31
1468,3/6/2011,1,0,3,11,0,0,0,2,0.42,0.4242,1,0.2239,18,44,62
1469,3/6/2011,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79
1470,3/6/2011,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105
1471,3/6/2011,1,0,3,14,0,0,0,3,0.44,0.4394,1,0.2239,12,27,39
1472,3/6/2011,1,0,3,15,0,0,0,3,0.44,0.4394,1,0.2239,3,4,7
1473,3/6/2011,1,0,3,16,0,0,0,3,0.36,0.3333,1,0.2836,3,8,11
1474,3/6/2011,1,0,3,17,0,0,0,3,0.34,0.303,1,0.2985,2,23,25
1475,3/6/2011,1,0,3,18,0,0,0,3,0.32,0.2879,1,0.3582,0,23,23
1476,3/6/2011,1,0,3,19,0,0,0,3,0.3,0.2576,1,0.4925,0,11,11
1477,3/6/2011,1,0,3,20,0,0,0,3,0.28,0.2424,1,0.4179,3,8,11
1478,3/6/2011,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7
1479,3/6/2011,1,0,3,22,0,0,0,2,0.22,0.197,1,0.3881,0,10,10
1480,3/6/2011,1,0,3,23,0,0,0,2,0.22,0.197,1,0.4179,0,9,9
1481,3/7/2011,1,0,3,0,0,1,1,3,0.2,0.1818,1,0.3284,0,4,4
1482,3/7/2011,1,0,3,1,0,1,1,3,0.2,0.1818,1,0.3284,0,2,2
1483,3/7/2011,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1
1484,3/7/2011,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1
1485,3/7/2011,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1
1486,3/7/2011,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34
1487,3/7/2011,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91
1488,3/7/2011,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211
1489,3/7/2011,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134
1490,3/7/2011,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58
1491,3/7/2011,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60
1492,3/7/2011,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96
1493,3/7/2011,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70
1494,3/7/2011,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77
1495,3/7/2011,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96
1496,3/7/2011,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122
1497,3/7/2011,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233
1498,3/7/2011,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233
1499,3/7/2011,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145
1500,3/7/2011,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92
1501,3/7/2011,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54
1502,3/7/2011,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35
1503,3/7/2011,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0,0,22,22
1504,3/8/2011,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10
1505,3/8/2011,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4
1506,3/8/2011,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1
1507,3/8/2011,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7
1508,3/8/2011,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0,0,2,2
1509,3/8/2011,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10
1510,3/8/2011,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0,3,42,45
1511,3/8/2011,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,9,119,128
1512,3/8/2011,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,10,247,257
1513,3/8/2011,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151
1514,3/8/2011,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71
1515,3/8/2011,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78
1516,3/8/2011,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0,29,70,99
1517,3/8/2011,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98
1518,3/8/2011,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0,16,56,72
1519,3/8/2011,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0,35,77,112
1520,3/8/2011,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108
1521,3/8/2011,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248
